"camis","dba","boro","building","street","zipcode","phone","cuisine_description","inspection_date","action","violation_code","violation_description","critical_flag","score","grade","grade_date","record_date","inspection_type","latitude","longitude","community_board","council_district","census_tract","bin","bbl","nta"
"50069363","JI XING RESTAURANT","Bronx","3650","BAILEY AVENUE","10463","7187968888","Chinese","2018-06-14T00:00:00.000","Violations were cited in the following area(s).","10D","Mechanical or natural ventilation system not provided,  improperly installed, in disrepair and/or fails to prevent excessive build-up of grease, heat, steam condensation vapors, odors, smoke, and fumes.","Not Critical","9","A","2018-06-14T00:00:00.000","2021-07-15T06:00:56.000","Cycle Inspection / Re-inspection","40.883551920638","-73.898493334782","208","11","027900","2015988","2032620071","BX28"
"50038669","ASIA EXPRESS","Manhattan","493","2 AVENUE","10016","2126869888","Chinese","2020-01-16T00:00:00.000","Violations were cited in the following area(s).","06C","Food not protected from potential source of contamination during storage, preparation, transportation, display or service.","Critical","31",,,"2021-07-15T06:00:56.000","Cycle Inspection / Initial Inspection","40.740777507899","-73.978802644296","106","02","006600","1019882","1009080033","MN20"
"41664437","BOCADO CAFE","Manhattan","1297","LEXINGTON AVENUE","10128","2122899004","American","2019-06-05T00:00:00.000","Violations were cited in the following area(s).","10F","Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.","Not Critical","4","A","2019-06-05T00:00:00.000","2021-07-15T06:00:56.000","Cycle Inspection / Initial Inspection","40.780366503147","-73.954933246791","108","05","014802","1048045","1015160020","MN40"
"41677117","SAMUELS TOP RANKING FISH SHOP","Brooklyn","3315","CHURCH AVENUE","11203","9175756850","Caribbean","2016-05-28T00:00:00.000","Violations were cited in the following area(s).","10F","Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.","Not Critical","4","A","2016-05-28T00:00:00.000","2021-07-15T06:00:56.000","Cycle Inspection / Initial Inspection","40.650963489938","-73.946433142567","317","40","081800","3108638","3048700033","BK95"
"41677117","SAMUELS TOP RANKING FISH SHOP","Brooklyn","3315","CHURCH AVENUE","11203","9175756850","Caribbean","2016-05-28T00:00:00.000","Violations were cited in the following area(s).","10F","Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.","Not Critical","4","A","2016-05-28T00:00:00.000","2021-07-15T06:00:56.000","Cycle Inspection / Initial Inspection","40.650963489938","-73.946433142567","317","40","081800","3108638","3048700033","BK95"
"41677117","SAMUELS TOP RANKING FISH SHOP","Brooklyn","3315","CHURCH AVENUE","11203","9175756850","Caribbean","2016-05-28T00:00:00.000","Violations were cited in the following area(s).","10F","Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.","Not Critical","4","A","2016-05-28T00:00:00.000","2021-07-15T06:00:56.000","Cycle Inspection / Initial Inspection","40.650963489938","-73.946433142567","317","40","081800","3108638","3048700033","BK95"
"50077566","JANE FAST FOOD","Queens","8622","BROADWAY","11373","6463066186","Chinese","2018-08-09T00:00:00.000","Establishment Closed by DOHMH. Violations were cited in the following area(s) and those requiring immediate action were addressed.","05F","Insufficient or no refrigerated or hot holding equipment to keep potentially hazardous foods at required temperatures.","Critical","64",,,"2021-07-15T06:00:56.000","Pre-permit (Operational) / Initial Inspection","40.738040379566","-73.877234298614","404","25","047300","4038767","4015490020","QN29"
"41217083","11 STREET CAFE","Manhattan","327","WEST   11 STREET","10014","6466924455","Coffee/Tea","2018-04-30T00:00:00.000","Violations were cited in the following area(s).","10F","Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.","Not Critical","28",,,"2021-07-15T06:00:56.000","Cycle Inspection / Initial Inspection","40.735630046012","-74.007476594239","102","03","007500","1078299","1006340036","MN23"
"41585763","NEW FLYING DRAGON","Bronx","1183","MORRISON AVENUE","10472","7189912688","Chinese","2018-05-08T00:00:00.000","Violations were cited in the following area(s).","06C","Food not protected from potential source of contamination during storage, preparation, transportation, display or service.","Critical","11","A","2018-05-08T00:00:00.000","2021-07-15T06:00:56.000","Cycle Inspection / Initial Inspection","40.828721252419","-73.874377923973","209","18","004800","2024006","2037440010","BX55"
"41585763","NEW FLYING DRAGON","Bronx","1183","MORRISON AVENUE","10472","7189912688","Chinese","2018-05-08T00:00:00.000","Violations were cited in the following area(s).","06C","Food not protected from potential source of contamination during storage, preparation, transportation, display or service.","Critical","11","A","2018-05-08T00:00:00.000","2021-07-15T06:00:56.000","Cycle Inspection / Initial Inspection","40.828721252419","-73.874377923973","209","18","004800","2024006","2037440010","BX55"
"41583426","LA SABROSURA","Queens","3320","30 AVENUE","11103","7187915035","Latin American","2017-03-03T00:00:00.000","Violations were cited in the following area(s).","02B","Hot food item not held at or above 140º F.","Critical","10","A","2017-03-03T00:00:00.000","2021-07-15T06:00:56.000","Cycle Inspection / Initial Inspection","40.766027767679","-73.919553675137","401","22","006300","4009036","4006250049","QN70"
"41004067","CHINA SUN","Brooklyn","787","LIBERTY AVENUE","11208","7186472322","Chinese","2018-10-01T00:00:00.000","Violations were cited in the following area(s).","04L","Evidence of mice or live mice present in facility's food and/or non-food areas.","Critical","19",,,"2021-07-15T06:00:56.000","Cycle Inspection / Initial Inspection","40.676739548358","-73.880707623339","305","37","116800","3088431","3039730057","BK82"
"41294955","DEAN & DELUCA","Manhattan","156","WEST   56 STREET","10019","2125862970","Coffee/Tea","2016-10-25T00:00:00.000","Violations were cited in the following area(s).","02C","Hot food item that has been cooked and refrigerated is being held for service without first being reheated to 165º F or above within 2 hours.","Critical","31",,,"2021-07-15T06:00:56.000","Cycle Inspection / Initial Inspection","40.764530845901","-73.979813065911","105","04","013700","1076177","1010087503","MN17"
"50015593","FUKUOKA SHABU-SHABU","Queens","6102","SPRINGFIELD BLVD","11364","7186313131","Japanese","2016-09-15T00:00:00.000","Violations were cited in the following area(s).","10B","Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.","Not Critical","12","A","2016-09-15T00:00:00.000","2021-07-15T06:00:56.000","Cycle Inspection / Re-inspection","40.748802190328","-73.756572357468","411","23","136700","4162212","4076100008","QN42"
"50005138","HENRY'S LOCAL","Brooklyn","570","HENRY STREET","11231","9176404867","Coffee/Tea","2017-12-27T00:00:00.000","Violations were cited in the following area(s).","08A","Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.","Not Critical","21",,,"2021-07-15T06:00:56.000","Cycle Inspection / Initial Inspection","40.681613218343","-74.000630955635","306","39","006300","3004900","3003540034","BK33"
"41546745","MI SABOR CAFE","Brooklyn","920","BROADWAY","11206","7186026160","Latin American","2019-10-18T00:00:00.000","Violations were cited in the following area(s).","08C","Pesticide use not in accordance with label or applicable laws. Prohibited chemical used/stored. Open bait station used.","Not Critical","18",,,"2021-07-15T06:00:56.000","Cycle Inspection / Initial Inspection","40.697479457454","-73.936171699303","303","36","028700","3259321","3015840022","BK35"
"41159730","SHADES OF GREEN","Manhattan","125","EAST   15 STREET","10003","2126741394","American","2017-06-19T00:00:00.000","Violations were cited in the following area(s).","08A","Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.","Not Critical","21",,,"2021-07-15T06:00:56.000","Cycle Inspection / Initial Inspection","40.734545481107","-73.988009499636","106","02","005000","1017796","1008710026","MN21"
"41308249","ORIENTAL PLAZA","Staten Island","1845","RICHMOND AVENUE","10314","7187618668","Chinese","2018-04-10T00:00:00.000","Violations were cited in the following area(s).","06C","Food not protected from potential source of contamination during storage, preparation, transportation, display or service.","Critical","10","A","2018-04-10T00:00:00.000","2021-07-15T06:00:56.000","Cycle Inspection / Initial Inspection","40.603045920844","-74.162950866619","502","50","027301","5034927","5020300057","SI05"
"50090488","THE HEADLESS WIDOW","Manhattan","99","1 AVENUE","10003","9174090446","American","2019-05-16T00:00:00.000","Violations were cited in the following area(s).","04L","Evidence of mice or live mice present in facility's food and/or non-food areas.","Critical","12",,,"2021-07-15T06:00:56.000","Pre-permit (Non-operational) / Initial Inspection","40.72648114622","-73.986109594163","103","02","003800","1083485","1004480034","MN22"
"50106039","HI-COLLAR","Manhattan","231","EAST    9 STREET","10003","2122283030",,"1900-01-01T00:00:00.000",,,,"Not Applicable",,,,"2021-07-15T06:01:06.000",,"40.729613161309","-73.988230482697","103","02","004000","1006802","1004650058","MN22"
"50066621","DUNKIN',' POPEYES","Brooklyn","1556","BROADWAY","11221","3474251537","Donuts","2018-09-11T00:00:00.000","Violations were cited in the following area(s).","04L","Evidence of mice or live mice present in facility's food and/or non-food areas.","Critical","18",,,"2021-07-15T06:00:56.000","Cycle Inspection / Initial Inspection","40.685990502046","-73.915933129709","316","41","037300","3347095","3014920024","BK79"
"50007666","BIBI WINECELLAR","Manhattan","211","EAST    4 STREET","10009","2126732424","American","2019-02-06T00:00:00.000","Violations were cited in the following area(s).","06D","Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.","Critical","13",,,"2021-07-15T06:00:56.000","Cycle Inspection / Initial Inspection","40.723749775135","-73.983620818689","103","02","003200","1005035","1004000052","MN22"
"50067599","BATTISTA RISTORANTE","Brooklyn","4602","AVENUE N","11234","7187585500","Italian","2018-10-24T00:00:00.000","Violations were cited in the following area(s).","08A","Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.","Not Critical","10","A","2018-10-24T00:00:00.000","2021-07-15T06:00:56.000","Cycle Inspection / Initial Inspection","40.618706534182","-73.930599299623","318","46","067400","3220816","3078910037","BK58"
"50014465","MIYABI SUSHI & ASIAN CUISINE","Manhattan","118","WEST    3 STREET","10012","2122281688","Japanese","2017-12-08T00:00:00.000","Violations were cited in the following area(s).","04L","Evidence of mice or live mice present in facility's food and/or non-food areas.","Critical","12","A","2017-12-08T00:00:00.000","2021-07-15T06:00:56.000","Cycle Inspection / Re-inspection","40.730544239939","-74.000386068673","102","01","006500","1008745","1005430020","MN23"
